"id","name","businessScope","licenseNum","addDate","lastDate","address","certificateCode","corpCode","description","econType","legalMan","provinces","sourceData","url","validTime","area_id","state","searchpath","money","regTime","startDate","endDate","updateDate","termStart","teamEnd","checkDate","authentication","govCode","city","apprDate","manageState","manageStateCN","moneyType","regNo","regOrganization","regOrganizationNum","assetsInvestment","email","legalManTel","tel","alias"
"298","亿达建设集团有限公司","房屋建筑工程施工、市政工程、机电设备安装工程施工；建筑机械租赁、安装及维修；建筑劳务分包。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","91210200243026918Q","12/7/2016 16:17:42","25/4/2019 23:01:13","辽宁省大连市甘井子区红旗东路299号",,"91210200243026918Q",,"其他有限责任公司","高峰","辽宁省","450123","暂无","9/9/2022","9",,,"400000000.00","10/9/1992",,,,,,,,,,"30/8/2018","1","存续（在营、开业、在册）","人民币","210200000113670","大连市甘井子区市场监督管理局","210211",,"wusiyi@yidagroup.com",,"0411-65858700",
"299","大连常瑞集团有限公司","房屋建筑工程、市政公用工程、机电安装工程、水利水电工程、公路工程、港口与航道工程、公路交通工程、环保工程、建筑智能化工程、城市及道路照明工程、隧道工程、管道工程、装饰装修工程、仿古建筑工程、路基工程、路面工程、桥梁工程、体育场地设施工程；土石方工程、混凝土预制构件工程、电梯安装工程、金属门窗工程、堤防工程、水工大坝工程、化工石油设备管道安装工程、城市轨道交通工程施工；机械设备租赁。（依法须经批准的项目，经相关部门批准后，方可开展经营活动）***","91210200751564296Y","12/7/2016 16:17:44","25/4/2019 16:39:26","辽宁省庄河市城山镇当铺委",,"91210200751564296Y",,"有限责任公司(自然人投资或控股)","马永辉","辽宁省","450138","暂无","25/8/2033","9",,,"150570000.00","26/8/2003",,,,,,,,,,"26/8/2003","1","存续（在营、开业、在册）","人民币","210200000148575","庄河市市场监督管理局","210283",,"916526778@qq.com",,"0411-66370032",
"300","大连市富强建设集团有限公司","房屋建筑工程施工总承包、桥梁工程、公路工程、市政园林工程、装饰装修工程、线路管道安装工程、机电工程、钢结构工程、土石方工程、体育场地设施工程、建筑幕墙工程、环保工程、防水防腐保温工程、消防设施工程、水利水电工程、电子与智能化工程、古建筑工程、城市及道路照明工程、河湖整治工程、特种工程、地基与基础工程、建筑机电安装工程、园林景观工程、园林绿化工程设计及施工；钢模租赁、机械租赁。（以建筑企业资质证书核定的工程承包范围为准，并凭资质证书经营）***（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","91210200118821752W","12/7/2016 16:17:45","25/5/2019 16:34:14","辽宁省庄河市大郑镇大郑委",,"91210200118821752W",,"有限责任公司(自然人投资或控股)","孙玉强","辽宁省","450151","http://www.fuqiangjianshe.com",,"9",,"379x384x393x407x408x414x421x700x702x707x709x714x916x958x967x970x973x1028x1044x1856x","777000000.00","11/9/2001",,,,,,,,,,"11/9/2001","1","存续（在营、开业、在册）","人民币","210200000012376","庄河市市场监督管理局","210283",,"fqbce@163.com",,"0411-84303799",
"301","大连海鹏建设集团有限公司","房屋建筑工程施工总承包；（以下限有资质证的的分公司经营）：电气安装；建筑装饰装修；空调设备安装；自动消防系统工程施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","91210200740941105R","12/7/2016 16:17:46","29/5/2019 20:03:48","辽宁省庄河市昌盛街７８号",,"91210200740941105R",,"有限责任公司(自然人投资或控股)","姜连朋","辽宁省","450161","暂无","21/10/2033","9",,"379x408x702x706x714x970x973x","70000000.00","22/10/1993",,,,,,,,,,"22/10/1993","1","存续（在营、开业、在册）","人民币","210200000158015","庄河市市场监督管理局","210283",,"94219998@163.com",,"0411-89709089",
"302","辽宁金帝第一建筑工程有限公司","工业与民用建设项目的建筑、市政公用工程、土石方专业工程施工、设备及管道、线路安装，装修装饰，公路工程、钢结构工程施工，混凝土预制构件生产与销售，工程机械租赁，工程信息咨询；机电设备销售；钢结构制作与销售；五金建材销售；装修装饰材料销售；设备维修；管道销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","912100007284162016","12/7/2016 16:17:48","5/4/2019 02:49:48","葫芦岛市连山区兴盛街１号",,"912100007284162016",,"有限责任公司(国有控股)","张凤文","辽宁省","457145","http://210.12.219.18/jianguanfabuweb/company_details.aspx?corpid=lu%2bXmbANZM616figr8sSRW0mYZNAvnX%2fPfonYxRRP9l2Ann9WlAV13z8x803a6ea1B2M2Y8AsgTpgAmY7PhCfhAAAAA%3d","9/4/2031","9",,"379x706x714x917x1367x1372x","50000000.00","29/4/2001",,,,,,,,,,"29/4/2001","1","存续（在营、开业、在册）","人民币","210000004956411","辽宁省市场监督管理局","210000",,,,,
"303","盘锦市交通建设有限责任公司","公路工程施工总承包壹级；公路路面工程专业承包壹级；公路路基工程专业承包壹级；桥梁工程专业承包贰级；市政公用工程；公路交通工程。（以上各项按资质证书经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","91211100122422324A","12/7/2016 16:17:51","26/5/2019 14:22:35","盘锦市兴隆台区市府大街２８号",,"91211100122422324A",,"有限责任公司(自然人投资或控股的法人独资)","杨迤迪","辽宁省","455217","http://shuidi.cn.com","8/1/2037","9",,"382x407x408x960x968x971x1816x","60680000.00","10/1/2002",,,,,,,,,,"13/9/2018","1","存续（在营、开业、在册）","人民币","211100003017903","盘锦市工商行政管理局","211100",,"1077029340@qq.com",,"0427-3216108",
"304","沈阳时代建筑工程有限公司","土木建筑工程、室内外装饰装修工程、筑路工程、给排水工程、管道安装工程、绿化工程、钢结构工程施工，暖通设备、机电设备安装。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）","912101141181672442","12/7/2016 16:17:54","25/4/2019 21:51:54","沈阳市于洪区沈新路62-32号",,"11816724-4",,"有限责任公司(自然人投资或控股)","吴育良","辽宁省","446983","暂无","11/8/2055","9",,"381x702x707x715x","20100000.00","12/8/1975",,,,,,,,,,"12/8/1975","1","存续（在营、开业、在册）","人民币","210100000040439","沈阳市于洪区市场监督管理局","210114",,"576065692@qq.com",,"024-25198068",
"305","银川中房建设装饰有限公司",,"9164010022770044XE","12/7/2016 16:17:55","26/2/2019 17:07:53","兴庆区民族北街287号",,"9164010022770044XE",,"有限责任公司（自然人投资或控股）","陆西安","宁夏回族自治区","447223","http://210.12.219.18/jianguanfabuweb/company_details.aspx?corpid=lu%2bXmbANZM616figr8sSRW0mYZNAvnX%2fPfonYxRRP9kmmMZiuIvfqx4rq07Lpku21B2M2Y8AsgTpgAmY7PhCfhAAAAA%3d",,"33",,"702x715x958x967x",,,,,,,,,,,,,,,,,,,,,,,
"306","东营盈丰建设有限公司","房屋建筑工程、民用管道安装、室内外装饰装修、土方工程、市政工程、园林绿化；机电设备（不含特种设备）安装、仪器仪表安装；工程项目管理及咨询。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。","913705215552315314","12/7/2016 16:17:56","26/4/2019 07:05:47","东营市垦利区垦利街道办事处前榆村，明德路以北（原垦利街道前榆社区）",,"913705215552315314",,"有限责任公司(自然人独资)","刘海波","山东省","447161","暂无","18/5/2030","17",,"381x408x","16000000.00","18/5/2010",,,,,,,,,,"18/5/2010","1","在营（开业）企业","人民币","370521200003802","垦利区工商行政管理局","370521",,"1072387083@qq.com",,"0546-2587886",
"307","山西远方路桥（集团）有限责任公司","公路桥梁遂道房建市政港口机场道路交通工程基础工程给排水大型土石方及其他土木工程的施工；勘测设计工程监理咨询服务科研材料试验及其开发经营总承包；公路养护工程施工（以上凭有效资质证经营）；工程机械设备租赁安装维修；销售建筑材料钢材沥青（依法须经批准的项目，经相关部门批准后方可开展经营活动）***","91140200110422255T","12/7/2016 16:17:58","26/4/2019 08:00:51","山西省大同市运新街1号",,"91140200110422255T",,"其他有限责任公司","李文生","山西省","450342","暂无","23/7/2028","8",,"382x959x962x968x971x","500000000.00","18/9/2000",,,,,,,,,,"21/9/2017","1","存续（在营、开业、在册）","人民币","140200100024286","大同市市场监督管理局","140200",,"yflqbgs@163.com",,"0352-2885196",
"308","靖边县建达商品混凝土有限公司","预拌商品混凝土专业三级、混凝土生产、混凝土检测及销售*（依法须经批准的项目，经相关部门批准后方可开展经营活动）","91610824593349856W","12/7/2016 16:17:59","26/5/2019 09:57:51","陕西省榆林市靖边县新房滩海则畔第二移民区",,"59334985-6",,"有限责任公司(自然人独资)","双靖虎","陕西省","446822","暂无",,"26",,"346x","10000000.00","17/5/2012",,,,,,,,,,"17/5/2012","1","开业",,"612725100013864","靖边县工商行政管理局","612725",,"740926588@qq.com",,"15891124277",
"309","上海中远川崎重工钢结构有限公司","从事建筑钢结构、桥梁、储罐、水闸、钢管、吊车等钢结构制品和上述钢结构制品的配套机械产品、建筑工程机械、矿山工程机械、输送机械、港口工程机械、锅炉零配件及构架、船舶与海洋工程结构、环保除尘设备、石油天然气钻采设备的制造及安装（特种设备除外）、设计、销售、售后服务及上述产品的技术服务、技术咨询；钢结构工程专项设计；承包境外钢结构工程和境内国际招标工程所需的设备、材料出口，对外派遣实施上述境外工程所需的劳务人员。【依法须经批准的项目，经相关部门批准后方可开展经营活动】","91310000607380441Y","12/7/2016 16:18:01","30/5/2019 15:01:07","上海市宝山区潘泾路3768号",,"91310000607380441Y",,"有限责任公司(中外合资)","赵增山","上海市","450322","http://www.scksteel.com","27/10/2027","4",,"713x","29800000.00","28/10/1997",,,,,,,,,,"28/10/1997","1","存续（在营、开业、在册）","美元","310000400182254","上海市工商行政管理局","310000",,"zongjb@scksteel.com",,"021-31190999",
"310","四川省信格建筑工程有限公司","房屋建筑工程、市政公用工程、公路工程、水利水电工程、电力工程、机电工程、铁路工程、港口与航道工程、矿山工程、冶金工程、石油化工工程、通信工程、地基基础工程、起重设备安装工程、预拌混凝土、电子与智能化工程、消防设施工程、防水防腐保温工程、桥梁工程、隧道工程、钢结构工程、模板脚手架工程、建筑装修装饰工程、建筑机电安装工程、建筑幕墙工程、古建筑工程、城市及道路照明工程、公路路面工程、公路路基工程、公路交通工程、水工金属结构制作与安装工程、水利水电机电安装工程、河湖整治工程、输变电工程、园林绿化工程、海洋石油工程、环保工程、特种专业工程、土地整理、施工劳务承包、工程勘察设计、工程咨询、测绘服务；建筑材料、装饰材料、保温材料、防水材料、五金配件销售。（以上经营项目如需取得相关行政许可，待取得许可证后，按许可证核定项目和时限经营）。","91510183321576641R","12/7/2016 16:18:02","28/5/2019 07:25:56","邛崃市临邛镇文庙街58号2栋1层58号",,"91510183321576641R",,"有限责任公司(自然人投资或控股)","赵芳琴","四川省","447125","暂无","1/1/3999","23",,"381x393x408x702x715x916x958x965x967x1028x1770x1866x","40500000.00","17/12/2014",,,,,,,,,,"2/6/2017","1","存续（在营、开业、在册）","人民币","510183000069074","邛崃市市场和质量监督管理局","510183",,,,"13882015159",
